,year,taxagroup,taxaname,value
8693,2013.0,invertebrates,Bivalvia,1
8694,2013.0,invertebrates,Bodotria scorpioides,3
8695,2013.0,invertebrates,Bogidiellidae,1
8696,2013.0,invertebrates,Branchiostoma lanceolatum,1
8697,2013.0,invertebrates,Brania arminii,3
8698,2013.0,invertebrates,Brissopsis lyrifera,1
8699,2013.0,invertebrates,Callianassa subterranea,1
8700,2013.0,invertebrates,Capitella capitata,13
8701,2013.0,invertebrates,Carcinus maenas,3
8702,2013.0,invertebrates,Caulleriella alata,1
8703,2013.0,invertebrates,Caulleriella bioculata,2
8704,2013.0,invertebrates,Caulleriella zetlandica,1
8705,2013.0,invertebrates,Cavernularia pusilla,1
8706,2013.0,invertebrates,Centraloecetes kroyeranus,2
8707,2013.0,invertebrates,Cerebratulus sp.,1
8708,2013.0,invertebrates,Cerianthus sp.,4
8709,2013.0,invertebrates,Chaetozone carpenteri,1
8710,2013.0,invertebrates,Chaetozone gibber,11
8711,2013.0,invertebrates,Chaetozone setosa,1
8712,2013.0,invertebrates,Chaetozone sp.,2
8713,2013.0,invertebrates,Chamelea striatula,6
8714,2013.0,invertebrates,Chirimia biceps,1
8715,2013.0,invertebrates,Chone sp.,2
8716,2013.0,invertebrates,Cirrophorus furcatus,1
8717,2013.0,invertebrates,Copepoda,5
8718,2013.0,invertebrates,Corbula gibba,8
8719,2013.0,invertebrates,Corophium multisetosum,3
8720,2013.0,invertebrates,Corophium urdaibaiense,1
8721,2013.0,invertebrates,Corophium volutator,2
8722,2013.0,invertebrates,Cossura sp.,4
8723,2013.0,invertebrates,Cumopsis longipes,1
8724,2013.0,invertebrates,Cuspidaria rostrata,1
8725,2013.0,invertebrates,Cyathura carinata,19
8726,2013.0,invertebrates,Cylichna cylindracea,4
8727,2013.0,invertebrates,Decapoda,1
8728,2013.0,invertebrates,Desdemona ornata,4
8729,2013.0,invertebrates,Diastylis bradyi,3
8730,2013.0,invertebrates,Diastylis laevis,2
8731,2013.0,invertebrates,Digitaria digitaria,1
8732,2013.0,invertebrates,Diogenes pugilator,7
8733,2013.0,invertebrates,Diopatra sp.,1
8734,2013.0,invertebrates,Diplocirrus stopbowitzi,1
8735,2013.0,invertebrates,Diptera,16
8736,2013.0,invertebrates,Dosinia lupinus,5
8737,2013.0,invertebrates,Drilonereis filum,1
8738,2013.0,invertebrates,Ebalia sp.,2
8739,2013.0,invertebrates,Echinocardium cordatum,7
8740,2013.0,invertebrates,Echinocyamus pusillus,4
8741,2013.0,invertebrates,Eclysippe vanelli,1
8742,2013.0,invertebrates,Edwardsia sp.,8
8743,2013.0,invertebrates,Edwardsiidae,2
8744,2013.0,invertebrates,Elminius modestus,1
8745,2013.0,invertebrates,Epizoanthus incrustatus,1
8746,2013.0,invertebrates,Ericthonius punctatus,1
8747,2013.0,invertebrates,Euchone incolor,2
8748,2013.0,invertebrates,Euchone rosea,1
8749,2013.0,invertebrates,Euclymene collaris,1
8750,2013.0,invertebrates,Euclymene oerstedi,2
8751,2013.0,invertebrates,Euclymene robusta,1
8752,2013.0,invertebrates,Euglesa casertana,6
8753,2013.0,invertebrates,Eulalia mustela,2
8754,2013.0,invertebrates,Eulimidae,1
8755,2013.0,invertebrates,Eunice vittata,1
8756,2013.0,invertebrates,Eurydice affinis,1
8757,2013.0,invertebrates,Eurydice pulchra,1
8758,2013.0,invertebrates,Eurydice truncata,8
8759,2013.0,invertebrates,Eurysyllis tuberculata,2
8760,2013.0,invertebrates,Euspira nitida,4
8761,2013.0,invertebrates,Exogone naidina,1
8762,2013.0,invertebrates,Fabulina fabula,2
8763,2013.0,invertebrates,Ficopomatus enigmaticus,2
8764,2013.0,invertebrates,Galathowenia oculata,3
8765,2013.0,invertebrates,Gallardoneris iberica,3
8766,2013.0,invertebrates,Gammaropsis sophiae,1
8767,2013.0,invertebrates,Gammarus chevreuxi,1
8768,2013.0,invertebrates,Gari costulata,1
8769,2013.0,invertebrates,Gari fervensis,1
8770,2013.0,invertebrates,Gari sp.,1
8771,2013.0,invertebrates,Gastropoda,1
8772,2013.0,invertebrates,Gastrosaccus roscoffensis,2
8773,2013.0,invertebrates,Gastrosaccus sanctus,6
8774,2013.0,invertebrates,Gastrosaccus spinifer,3
8775,2013.0,invertebrates,Glycera alba,1
8776,2013.0,invertebrates,Glycera celtica,3
8777,2013.0,invertebrates,Glycera convoluta,7
8778,2013.0,invertebrates,Glycera fallax,1
8779,2013.0,invertebrates,Glycera lapidum,7
8780,2013.0,invertebrates,Glycera oxycephala,3
8781,2013.0,invertebrates,Glycera sp.,1
8782,2013.0,invertebrates,Glycera unicornis,5
8783,2013.0,invertebrates,Glycymeris glycymeris,1
8784,2013.0,invertebrates,Golfingia sp.,1
8785,2013.0,invertebrates,Goneplax rhomboides,1
8786,2013.0,invertebrates,Goniada maculata,6
8787,2013.0,invertebrates,Goniadella gracilis,4
8788,2013.0,invertebrates,Goodallia triangularis,2
8789,2013.0,invertebrates,Grania sp.,3
8790,2013.0,invertebrates,Gyptis propinqua,1
8791,2013.0,invertebrates,Haplostylus lobatus,1
8792,2013.0,invertebrates,Haplostylus normani,10
8793,2013.0,invertebrates,Hediste diversicolor,20
8794,2013.0,invertebrates,Hemigrapsus takanoi,2
8795,2013.0,invertebrates,Hesionidae,2
8796,2013.0,invertebrates,Hesionura elongata,4
8797,2013.0,invertebrates,Heteromastus filiformis,5
8798,2013.0,invertebrates,Hippomedon denticulatus,7
8799,2013.0,invertebrates,Hippomedon sp.,1
8800,2013.0,invertebrates,Hyala vitrea,3
8801,2013.0,invertebrates,Idunella longirostris,3
8802,2013.0,invertebrates,Insecta,4
8803,2013.0,invertebrates,Iphinoe tenella,2
8804,2013.0,invertebrates,Jasmineira caudata,1
8805,2013.0,invertebrates,Kirkegaardia sp.,3
8806,2013.0,invertebrates,Kurtiella bidentata,3
8807,2013.0,invertebrates,Labioleanira yhleni,2
8808,2013.0,invertebrates,Lacydonia miranda,1
8809,2013.0,invertebrates,Lagis koreni,1
8810,2013.0,invertebrates,Laomedea sp.,1
8811,2013.0,invertebrates,Laonice cirrata,1
8812,2013.0,invertebrates,Lekanesphaera hookeri,2
8813,2013.0,invertebrates,Lekanesphaera rugicauda,3
8814,2013.0,invertebrates,Lekanesphaera sp.,1
8815,2013.0,invertebrates,Lembos sp.,1
8816,2013.0,invertebrates,Leptocheirus pilosus,1
8817,2013.0,invertebrates,Leptognathiidae,2
8818,2013.0,invertebrates,Leptopentacta elongata,2
8819,2013.0,invertebrates,Leptosynapta inhaerens,1
8820,2013.0,invertebrates,Leptosynapta minuta,2
8821,2013.0,invertebrates,Leucon siphonatus,1
8822,2013.0,invertebrates,Leucothoe incisa,3
8823,2013.0,invertebrates,Levinsenia flava,1
8824,2013.0,invertebrates,Levinsenia gracilis,2
8825,2013.0,invertebrates,Levinsenia kantauriensis,1
8826,2013.0,invertebrates,Limatula subauriculata,2
8827,2013.0,invertebrates,Litocorsa stremma,2
8828,2013.0,invertebrates,Loripes lucinalis,3
8829,2013.0,invertebrates,Lovenella clausa,1
8830,2013.0,invertebrates,Lucinella divaricata,1
8831,2013.0,invertebrates,Lumbriclymene minor,1
8832,2013.0,invertebrates,Lumbrineris latreilli,1
8833,2013.0,invertebrates,Lumbrineris lusitanica,6
8834,2013.0,invertebrates,Lumbrineris sp.,1
8835,2013.0,invertebrates,Lysippe labiata,1
8836,2013.0,invertebrates,Macomangulus tenuis,1
8837,2013.0,invertebrates,Macrochaeta clavicornis,1
8838,2013.0,invertebrates,Macrochaeta sp.,1
8839,2013.0,invertebrates,Mactra stultorum,3
8840,2013.0,invertebrates,Magallana gigas,1
8841,2013.0,invertebrates,Magelona alleni,3
8842,2013.0,invertebrates,Magelona filiformis,11
8843,2013.0,invertebrates,Magelona johnstoni,14
8844,2013.0,invertebrates,Magelona minuta,2
8845,2013.0,invertebrates,Magelona sp.,1
8846,2013.0,invertebrates,Magelona wilsoni,2
8847,2013.0,invertebrates,Malacoceros fuliginosus,2
8848,2013.0,invertebrates,Malacoceros sp.,1
8849,2013.0,invertebrates,Maldane glebifex,1
8850,2013.0,invertebrates,Maldanidae,5
8851,2013.0,invertebrates,Manayunkia aestuarina,4
8852,2013.0,invertebrates,Mediomastus fragilis,20
8853,2013.0,invertebrates,Megaluropus agilis,2
8854,2013.0,invertebrates,Melinna palmata,3
8855,2013.0,invertebrates,Melita palmata,2
8856,2013.0,invertebrates,Melita sp.,1
8857,2013.0,invertebrates,Microclymene tricirrata,1
8858,2013.0,invertebrates,Monia patelliformis,1
8859,2013.0,invertebrates,Monocorophium acherusicum,1
8860,2013.0,invertebrates,Montacuta substriata,1
8861,2013.0,invertebrates,Monticellina dorsobranchialis,1
8862,2013.0,invertebrates,Myriochele danielsseni,1
8863,2013.0,invertebrates,Myrtea spinifera,1
8864,2013.0,invertebrates,NEMERTEA,18
8865,2013.0,invertebrates,Natatolana borealis,2
8866,2013.0,invertebrates,Neanthes caudata,2
8867,2013.0,invertebrates,Necallianassa truncata,9
8868,2013.0,invertebrates,Nematoda,23
8869,2013.0,invertebrates,Nephtys assimilis,3
8870,2013.0,invertebrates,Nephtys cirrosa,13
8871,2013.0,invertebrates,Nephtys hombergii,4
8872,2013.0,invertebrates,Nephtys hystricis,1
8873,2013.0,invertebrates,Nephtys incisa,2
8874,2013.0,invertebrates,Nephtys kersivalensis,2
8875,2013.0,invertebrates,Nereimyra punctata,2
8876,2013.0,invertebrates,Nereis lamellosa,1
8877,2013.0,invertebrates,Ninoe armoricana,2
8878,2013.0,invertebrates,Notomastus latericeus,5
8879,2013.0,invertebrates,Notomastus lineatus,1
8880,2013.0,invertebrates,Nototropis falcatus,3
8881,2013.0,invertebrates,Nucula nitidosa,1
8882,2013.0,invertebrates,Nucula sulcata,8
8883,2013.0,invertebrates,Nuculana commutata,2
8884,2013.0,invertebrates,Odontosyllis fulgurans,1
8885,2013.0,invertebrates,Odontosyllis gibba,1
8886,2013.0,invertebrates,Odostomia sp.,3
8887,2013.0,invertebrates,Oligochaeta,26
8888,2013.0,invertebrates,Onchnesoma steenstrupii steenstrupii,1
8889,2013.0,invertebrates,Onuphis eremita,3
8890,2013.0,invertebrates,Ophelia limacina,2
8891,2013.0,invertebrates,Ophiocomina nigra,1
8892,2013.0,invertebrates,Ophiodromus pallidus,1
8893,2013.0,invertebrates,Ophiura ophiura,2
8894,2013.0,invertebrates,Ophiuroidea,2
8895,2013.0,invertebrates,Ophryotrocha sp.,1
8896,2013.0,invertebrates,Opisthobranchia,1
8897,2013.0,invertebrates,Orbinia sp.,1
8898,2013.0,invertebrates,Owenia fusiformis,5
8899,2013.0,invertebrates,Oxydromus flexuosus,3
8900,2013.0,invertebrates,POLYPLACOPHORA,1
8901,2013.0,invertebrates,Paradiopatra bihanica,2
8902,2013.0,invertebrates,Paradoneis armata,13
8903,2013.0,invertebrates,Paradoneis ilvana,2
8904,2013.0,invertebrates,Paradoneis lyra,1
8905,2013.0,invertebrates,Paradoneis sp.,1
8906,2013.0,invertebrates,Paraehlersia ferrugina,1
8907,2013.0,invertebrates,Paragnathia formica,4
8908,2013.0,invertebrates,Paramphitrite tetrabranchia,1
8909,2013.0,invertebrates,Parapionosyllis cabezali,1
8910,2013.0,invertebrates,Parapionosyllis minuta,1
8911,2013.0,invertebrates,Pariambus typicus,1
8912,2013.0,invertebrates,Parvicardium scabrum,1
8913,2013.0,invertebrates,Parvicardium sp.,1
8914,2013.0,invertebrates,Pectinaria auricoma,1
8915,2013.0,invertebrates,Peringia ulvae,14
8916,2013.0,invertebrates,Perioculodes longimanus,6
8917,2013.0,invertebrates,Phascolion strombus strombus,2
8918,2013.0,invertebrates,Phaxas pellucidus,1
8919,2013.0,invertebrates,Phisidia sp.,1
8920,2013.0,invertebrates,Phoronis sp.,1
8921,2013.0,invertebrates,Phyllochaetopterus sp.,1
8922,2013.0,invertebrates,Phyllodoce lineata,1
8923,2013.0,invertebrates,Phyllodoce maculata,1
8924,2013.0,invertebrates,Phyllodoce mucosa,1
8925,2013.0,invertebrates,Phyllodoce rosea,1
8926,2013.0,invertebrates,Phyllodoce sp.,1
8927,2013.0,invertebrates,Phyllodocidae,2
8928,2013.0,invertebrates,Pionosyllis anophthalma,1
8929,2013.0,invertebrates,Pisione inkoi,1
8930,2013.0,invertebrates,Pisione remota,5
8931,2013.0,invertebrates,Pista cristata,3
8932,2013.0,invertebrates,Pista lornensis,1
8933,2013.0,invertebrates,Pista unibranchia,1
8934,2013.0,invertebrates,Plakosyllis brevipes,1
8935,2013.0,invertebrates,Podarkeopsis capensis,2
8936,2013.0,invertebrates,Podarkeopsis sp.,1
8937,2013.0,invertebrates,Poecilochaetus serpens,2
8938,2013.0,invertebrates,Polycirrus haematodes,1
8939,2013.0,invertebrates,Polycirrus medusa,1
8940,2013.0,invertebrates,Polycirrus sp.,3
8941,2013.0,invertebrates,Polydora cornuta,4
8942,2013.0,invertebrates,Polydora sp.,1
8943,2013.0,invertebrates,Polygordius appendiculatus,3
8944,2013.0,invertebrates,Polynoidae,3
8945,2013.0,invertebrates,Pontocrates altamarinus,1
8946,2013.0,invertebrates,Pontocrates arenarius,1
8947,2013.0,invertebrates,Prionospio dubia,2
8948,2013.0,invertebrates,Prionospio ehlersi,2
8949,2013.0,invertebrates,Prionospio fallax,6
8950,2013.0,invertebrates,Prionospio multibranchiata,1
8951,2013.0,invertebrates,Prionospio pulchra,1
8952,2013.0,invertebrates,Prionospio sp.,3
8953,2013.0,invertebrates,Prionospio steenstrupi,11
8954,2013.0,invertebrates,Prosphaerosyllis tetralix,1
8955,2013.0,invertebrates,Protodorvillea kefersteini,3
8956,2013.0,invertebrates,Protodriloides chaetifer,1
8957,2013.0,invertebrates,Protodrilus sp.,2
8958,2013.0,invertebrates,Pseudomystides limbata,3
8959,2013.0,invertebrates,Pseudopolydora paucibranchiata,4
8960,2013.0,invertebrates,Pygospio elegans,1
8961,2013.0,invertebrates,Retusa sp.,1
8962,2013.0,invertebrates,Ringicula conformis,1
8963,2013.0,invertebrates,Ruditapes decussatus,1
8964,2013.0,invertebrates,Ruditapes philippinarum,1
8965,2013.0,invertebrates,Sabellaria spinulosa,1
8966,2013.0,invertebrates,Sabellidae,1
8967,2013.0,invertebrates,Salvatoria clavata,1
8968,2013.0,invertebrates,Salvatoria sp.,2
8969,2013.0,invertebrates,Salvatoria swedmarki,1
8970,2013.0,invertebrates,Schistomeringos rudolphii,2
8971,2013.0,invertebrates,Sclerocheilus minutus,1
8972,2013.0,invertebrates,Scolelepis mesnili,1
8973,2013.0,invertebrates,Scolelepis sp.,6
8974,2013.0,invertebrates,Scoloplos armiger,2
8975,2013.0,invertebrates,Scoloplos typicus,7
8976,2013.0,invertebrates,Scrobicularia plana,10
8977,2013.0,invertebrates,Serpulidae,1
8978,2013.0,invertebrates,Sigalion mathildae,4
8979,2013.0,invertebrates,Sigalion squamosus,1
8980,2013.0,invertebrates,Socarnes erythrophthalmus,1
8981,2013.0,invertebrates,Sosane sulcata,1
8982,2013.0,invertebrates,Spadella sp.,2
8983,2013.0,invertebrates,Spatangus purpureus,2
8984,2013.0,invertebrates,Sphaerosyllis bulbosa,3
8985,2013.0,invertebrates,Sphaerosyllis hystrix,2
8986,2013.0,invertebrates,Spio decorata,3
8987,2013.0,invertebrates,Spiochaetopterus costarum,1
8988,2013.0,invertebrates,Spiophanes bombyx,10
8989,2013.0,invertebrates,Spiophanes kroyeri,6
8990,2013.0,invertebrates,Spisula elliptica,1
8991,2013.0,invertebrates,Spisula sp.,1
8992,2013.0,invertebrates,Stenothoe sp.,1
8993,2013.0,invertebrates,Sternaspis scutata,2
8994,2013.0,invertebrates,Sthenelais boa,2
8995,2013.0,invertebrates,Sthenelais limicola,5
8996,2013.0,invertebrates,Streblospio shrubsolii,19
8997,2013.0,invertebrates,Streptodonta pterochaeta,1
8998,2013.0,invertebrates,Streptosyllis websteri,1
8999,2013.0,invertebrates,Syllidae,2
9000,2013.0,invertebrates,Syllis licheri,1
9001,2013.0,invertebrates,Syllis parapari,2
9002,2013.0,invertebrates,Syllis pontxioi,4
9003,2013.0,invertebrates,Synchelidium haplocheles,2
9004,2013.0,invertebrates,Synchelidium maculatum,2
9005,2013.0,invertebrates,Tapes sp.,5
9006,2013.0,invertebrates,Tellimya ferruginosa,1
9007,2013.0,invertebrates,Tellina serrata,1
9008,2013.0,invertebrates,Tellina sp.,1
9009,2013.0,invertebrates,Terebellidae,2
9010,2013.0,invertebrates,Terebellides stroemii,2
9011,2013.0,invertebrates,Tharyx killariensis,1
9012,2013.0,invertebrates,Theora lubrica,4
9013,2013.0,invertebrates,Thia scutellata,1
9014,2013.0,invertebrates,Thracia phaseolina,1
9015,2013.0,invertebrates,Thyasira flexuosa,2
9016,2013.0,invertebrates,Thyasira obsoleta,1
9017,2013.0,invertebrates,Timoclea ovata,7
9018,2013.0,invertebrates,Trematoda,2
9019,2013.0,invertebrates,Trichobranchus glacialis,1
9020,2013.0,invertebrates,Trichobranchus sp.,1
9021,2013.0,invertebrates,Tritia nitida,3
9022,2013.0,invertebrates,Tritia reticulata,3
9023,2013.0,invertebrates,Tritia varicosa,3
9024,2013.0,invertebrates,Trypanosyllis coeliaca,4
9025,2013.0,invertebrates,Tryphosites longipes,1
9026,2013.0,invertebrates,Tubulanus polymorphus,7
9027,2013.0,invertebrates,Turbellaria,2
9028,2013.0,invertebrates,Turbonilla rufa,1
9029,2013.0,invertebrates,Upogebia pusilla,1
9030,2013.0,invertebrates,Urothoe brevicornis,3
9031,2013.0,invertebrates,Urothoe elegans,1
9032,2013.0,invertebrates,Urothoe grimaldii,3
9033,2013.0,invertebrates,Urothoe poseidonis,2
9034,2013.0,invertebrates,Urothoe pulchella,12
9035,2013.0,invertebrates,Venus casina,6
9036,2013.0,invertebrates,Verruca stroemia,1
9037,2013.0,invertebrates,Virgularia sp.,1
9038,2013.0,invertebrates,Vitreolina philippi,1
9039,2013.0,invertebrates,Xenostrobus securis,1
9040,2013.0,invertebrates,Xenosyllis scabra,2
9041,2013.0,macroalgae,Acrosorium ciliolatum,17
9042,2013.0,macroalgae,Actinia equina,11
9043,2013.0,macroalgae,Anemonia sulcata,2
9044,2013.0,macroalgae,Apoglossum ruscifolium,8
9045,2013.0,macroalgae,Asparagopsis armata,12
9046,2013.0,macroalgae,Bangia atropurpurea,6
9047,2013.0,macroalgae,Blidingia minima,10
9048,2013.0,macroalgae,Bolboschoenus maritimus,10
9049,2013.0,macroalgae,Bonnemaisonia asparagoides,1
9050,2013.0,macroalgae,Bonnemaisonia hamifera,10
9051,2013.0,macroalgae,Bonnemaisonia sp.,3
9052,2013.0,macroalgae,Bostrychia scorpioides,9
9053,2013.0,macroalgae,Bryopsis plumosa,8
9054,2013.0,macroalgae,Caloplaca marina,1
9055,2013.0,macroalgae,Catenella caespitosa,10
9056,2013.0,macroalgae,Caulacanthus ustulatus,60
9057,2013.0,macroalgae,Centroceras gasparrinii,11
9058,2013.0,macroalgae,Ceramiales,36
9059,2013.0,macroalgae,Cereus pedunculatus,1
9060,2013.0,macroalgae,Champia parvula,7
9061,2013.0,macroalgae,Chondracanthus acicularis,35
9062,2013.0,macroalgae,Chondria coerulescens,24
9063,2013.0,macroalgae,Chondrus crispus,1
9064,2013.0,macroalgae,Chorda filum,2
9065,2013.0,macroalgae,Chthamalus sp.,53
9066,2013.0,macroalgae,Chylocladia verticillata,2
9067,2013.0,macroalgae,Cladophora hutchinsiae,2
9068,2013.0,macroalgae,Cladophora lehmanniana,3
9069,2013.0,macroalgae,Cladophora prolifera,6
9070,2013.0,macroalgae,Cladophora sp.,14
9071,2013.0,macroalgae,Cladostephus spongiosus,5
9072,2013.0,macroalgae,Clibanarius erythropus,2
9073,2013.0,macroalgae,Codium adhaerens,12
9074,2013.0,macroalgae,Colpomenia peregrina,12
9075,2013.0,macroalgae,Corallina officinalis,2
9076,2013.0,macroalgae,Cryptopleura ramosa,11
9077,2013.0,macroalgae,Cyanobacteria,5
9078,2013.0,macroalgae,Cystoseira baccata,1
9079,2013.0,macroalgae,Cystoseira tamariscifolia,4
9080,2013.0,macroalgae,Derbesia marina,4
9081,2013.0,macroalgae,Dictyopteris polypodioides,1
9082,2013.0,macroalgae,Dictyota dichotoma,8
9083,2013.0,macroalgae,Electra pilosa,1
9084,2013.0,macroalgae,Ellisolandia elongata,54
9085,2013.0,macroalgae,Enteromorpha sp.,40
9086,2013.0,macroalgae,Erythroglossum laciniatum,2
9087,2013.0,macroalgae,Eulalia viridis,1
9088,2013.0,macroalgae,Falkenbergia rufolanosa,26
9089,2013.0,macroalgae,Fucus ceranoides,22
9090,2013.0,macroalgae,Fucus guiryi,1
9091,2013.0,macroalgae,Fucus spiralis,3
9092,2013.0,macroalgae,Gelidium corneum,11
9093,2013.0,macroalgae,Gelidium latifolium,1
9094,2013.0,macroalgae,Gelidium pulchellum,1
9095,2013.0,macroalgae,Gelidium pusillum,38
9096,2013.0,macroalgae,Gelidium spinosum,23
9097,2013.0,macroalgae,Gibbula umbilicalis,25
9098,2013.0,macroalgae,Gracilaria sp.,13
9099,2013.0,macroalgae,Grateloupia filicina,1
9100,2013.0,macroalgae,Gymnogongrus crenulatus,6
9101,2013.0,macroalgae,Halopithys incurva,3
9102,2013.0,macroalgae,Halopteris scoparia,23
9103,2013.0,macroalgae,Halurus equisetifolius,11
9104,2013.0,macroalgae,Herposiphonia secunda,4
9105,2013.0,macroalgae,Hildenbrandia rubra,18
9106,2013.0,macroalgae,Hymeniacidon sanguinea,3
9107,2013.0,macroalgae,Hypnea musciformis,1
9108,2013.0,macroalgae,Hypoglossum hypoglossoides,2
9109,2013.0,macroalgae,Jania rubens,21
9110,2013.0,macroalgae,Laurencia obtusa,10
9111,2013.0,macroalgae,Leathesia difformis,8
9112,2013.0,macroalgae,Leptosiphonia schousboei,2
9113,2013.0,macroalgae,Lichina confinis,1
9114,2013.0,macroalgae,Lichina pygmaea,8
9115,2013.0,macroalgae,Lithophyllum byssoides,19
9116,2013.0,macroalgae,Lithophyllum incrustans,64
9117,2013.0,macroalgae,Lithothamnion sp.,2
9118,2013.0,macroalgae,Lomentaria articulata,2
9119,2013.0,macroalgae,Lyngbya majuscula,1
9120,2013.0,macroalgae,Lyngbya sp.,1
9121,2013.0,macroalgae,Magallana gigas,7
9122,2013.0,macroalgae,Mastocarpus stellatus,3
9123,2013.0,macroalgae,Melarhaphe neritoides,46
9124,2013.0,macroalgae,Mesophyllum lichenoides,28
9125,2013.0,macroalgae,Mytilus galloprovincialis,34
9126,2013.0,macroalgae,Nemalion elminthoides,4
9127,2013.0,macroalgae,Osmundea pinnatifida,3
9128,2013.0,macroalgae,Paracentrotus lividus,17
9129,2013.0,macroalgae,Patella intermedia,49
9130,2013.0,macroalgae,Patella rustica,20
9131,2013.0,macroalgae,Patella ulyssiponensis,38
9132,2013.0,macroalgae,Patella vulgata,30
9133,2013.0,macroalgae,Perforatus perforatus,8
9134,2013.0,macroalgae,Peyssonnelia atropurpurea,1
9135,2013.0,macroalgae,Peyssonnelia coriacea,1
9136,2013.0,macroalgae,Phorcus lineatus,13
9137,2013.0,macroalgae,Plocamium cartilagineum,26
9138,2013.0,macroalgae,Pollicipes pollicipes,1
9139,2013.0,macroalgae,Polysiphonia atlantica,4
9140,2013.0,macroalgae,Polysiphonia sp.,1
9141,2013.0,macroalgae,Porphyra linearis,2
9142,2013.0,macroalgae,Pterocladiella capillacea,14
9143,2013.0,macroalgae,Pterosiphonia complanata,12
9144,2013.0,macroalgae,Pterosiphonia sp.,9
9145,2013.0,macroalgae,Pyropia leucosticta,2
9146,2013.0,macroalgae,Ralfsia verrucosa,38
9147,2013.0,macroalgae,Rhodophyllis divaricata,1
9148,2013.0,macroalgae,Rhodymenia pseudopalmata,4
9149,2013.0,macroalgae,Spartina sp.,19
9150,2013.0,macroalgae,Stramonita haemastoma,1
9151,2013.0,macroalgae,Trailliella intricata,3
9152,2013.0,macroalgae,Ulva clathrata,14
9153,2013.0,macroalgae,Ulva compressa,15
9154,2013.0,macroalgae,Ulva intestinalis,2
9155,2013.0,macroalgae,Ulva rigida,46
9156,2013.0,macroalgae,Ulva sp.,24
9157,2013.0,macroalgae,Umbraulva olivascens,2
9158,2013.0,macroalgae,Vaucheria sp.,13
9159,2013.0,macroalgae,Verrucaria maura,15
9160,2013.0,macroalgae,Vertebrata thuyoides,1
9161,2013.0,macroalgae,Xanthoria parietina,3
9162,2013.0,macroalgae,Zanardinia typus,2
9163,2013.0,macroalgae,Zostera noltei,4
9164,2013.0,phytoplankton,Alexandrium,3
9165,2013.0,phytoplankton,Amphidinium crassum,6
9166,2013.0,phytoplankton,Apedinella radians,23
9167,2013.0,phytoplankton,Asterionella formosa,1
9168,2013.0,phytoplankton,Asterionella glacialis,19
9169,2013.0,phytoplankton,Aulacoseira italica,6
9170,2013.0,phytoplankton,Azadinium caudatum,2
9171,2013.0,phytoplankton,Azadinium caudatum var. margalefii,1
9172,2013.0,phytoplankton,Bacteriastrum,5
9173,2013.0,phytoplankton,Blixaea quinquecornis,9
9174,2013.0,phytoplankton,Centrales,57
9175,2013.0,phytoplankton,Cerataulina bergonii,44
9176,2013.0,phytoplankton,Chaetoceros,43
9177,2013.0,phytoplankton,Chaetoceros (Hyalochaete),29
9178,2013.0,phytoplankton,Chaetoceros affinis,11
9179,2013.0,phytoplankton,Chaetoceros constrictus,4
9180,2013.0,phytoplankton,Chaetoceros crinitus,1
9181,2013.0,phytoplankton,Chaetoceros curvisetus,13
9182,2013.0,phytoplankton,Chaetoceros danicus,17
9183,2013.0,phytoplankton,Chaetoceros debilis,7
9184,2013.0,phytoplankton,Chaetoceros densus,3
9185,2013.0,phytoplankton,Chaetoceros didymus,6
9186,2013.0,phytoplankton,Chaetoceros laciniosus,3
9187,2013.0,phytoplankton,Chaetoceros pseudocurvisetus,5
9188,2013.0,phytoplankton,Chaetoceros rostratus,3
9189,2013.0,phytoplankton,Chaetoceros salsugineum,25
9190,2013.0,phytoplankton,Chaetoceros similis,4
9191,2013.0,phytoplankton,Chaetoceros socialis,6
9192,2013.0,phytoplankton,Chlamydomonas,13
9193,2013.0,phytoplankton,Chlorophyta,17
9194,2013.0,phytoplankton,Chroomonas,5
9195,2013.0,phytoplankton,Chrysochromulina lanceolata,33
9196,2013.0,phytoplankton,Closterium,1
9197,2013.0,phytoplankton,Coccolithaceae,51
9198,2013.0,phytoplankton,Coelastrum,1
9199,2013.0,phytoplankton,Coolia monotis,1
9200,2013.0,phytoplankton,Corethron hystrix,6
9201,2013.0,phytoplankton,Corethron pennatum,1
9202,2013.0,phytoplankton,Corythodinium tesselatum,2
9203,2013.0,phytoplankton,Coscinodiscus,3
9204,2013.0,phytoplankton,Coscinosira mediterranea,24
9205,2013.0,phytoplankton,Cryptomonas,4
9206,2013.0,phytoplankton,Cryptophyceae,27
9207,2013.0,phytoplankton,Cyclotella,7
9208,2013.0,phytoplankton,Cylindrotheca closterium,8
9209,2013.0,phytoplankton,Diatoma vulgaris,1
9210,2013.0,phytoplankton,Dictyocha,1
9211,2013.0,phytoplankton,Dictyocha fibula,3
9212,2013.0,phytoplankton,Dinobryon,6
9213,2013.0,phytoplankton,Dinobryon faculiferum,12
9214,2013.0,phytoplankton,Dinophyceae,48
9215,2013.0,phytoplankton,Dinophysis,4
9216,2013.0,phytoplankton,Dinophysis acuminata,14
9217,2013.0,phytoplankton,Dinophysis caudata,2
9218,2013.0,phytoplankton,Dinophysis fortii,8
9219,2013.0,phytoplankton,Dinophysis ovum,3
9220,2013.0,phytoplankton,Dinophysis tripos,16
9221,2013.0,phytoplankton,Diplopsalis,19
9222,2013.0,phytoplankton,Ditylum brightwellii,13
