year,taxagroup,siteid,sitename,decimallatitude,decimallongitude,age,value,cumulative_value
2018.0,water,E-BI10HB,Irun (Amute). High Tide. Bottom,43.3522,-1.7913,29,20,425
2005.0,water,E-U10LB,Zumaia (Puente Narrondo). Low Tide. Bottom,43.2963,-2.2563,29,20,127
2023.0,water,E-U8HB,Zumaia (Puente del Ferrocarril). High Tide. Bottom,43.292,-2.245,21,20,382
2023.0,water,E-BI10HB,Irun (Amute). High Tide. Bottom,43.3522,-1.7913,29,20,524
2018.0,water,E-B10HB,Plentzia (Puerto). High Tide. Bottom,43.4076,-2.9463,28,20,440
2022.0,water,E-BI10HB,Irun (Amute). High Tide. Bottom,43.3522,-1.7913,29,20,504
2004.0,water,E-BI20LB,Hondarribia (Txingudi). Low Tide. Bottom,43.3697,-1.7901,29,20,145
2021.0,water,E-BI10HB,Irun (Amute). High Tide. Bottom,43.3522,-1.7913,29,20,484
2020.0,water,E-B10HB,Plentzia (Puerto). High Tide. Bottom,43.4076,-2.9463,28,20,478
2020.0,water,E-BI10HB,Irun (Amute). High Tide. Bottom,43.3522,-1.7913,29,20,464
2021.0,water,E-B10HB,Plentzia (Puerto). High Tide. Bottom,43.4076,-2.9463,28,20,498
2022.0,water,E-B10HB,Plentzia (Puerto). High Tide. Bottom,43.4076,-2.9463,28,20,518
2023.0,water,E-B10HB,Plentzia (Puerto). High Tide. Bottom,43.4076,-2.9463,28,20,538
1999.0,water,E-BI20LB,Hondarribia (Txingudi). Low Tide. Bottom,43.3697,-1.7901,29,20,100
2016.0,water,E-U10LB,Zumaia (Puente Narrondo). Low Tide. Bottom,43.2963,-2.2563,29,20,339
2015.0,water,E-U10LB,Zumaia (Puente Narrondo). Low Tide. Bottom,43.2963,-2.2563,29,20,319
2014.0,water,E-U10LB,Zumaia (Puente Narrondo). Low Tide. Bottom,43.2963,-2.2563,29,20,299
2013.0,water,E-U10LB,Zumaia (Puente Narrondo). Low Tide. Bottom,43.2963,-2.2563,29,20,279
2012.0,water,E-U10LB,Zumaia (Puente Narrondo). Low Tide. Bottom,43.2963,-2.2563,29,20,259
2011.0,water,E-U10LB,Zumaia (Puente Narrondo). Low Tide. Bottom,43.2963,-2.2563,29,20,239
1998.0,water,E-BI20LB,Hondarribia (Txingudi). Low Tide. Bottom,43.3697,-1.7901,29,20,80
1997.0,water,E-BI20LB,Hondarribia (Txingudi). Low Tide. Bottom,43.3697,-1.7901,29,20,60
2011.0,water,E-BI10LB,Irun (Amute). Low Tide. Bottom,43.3522,-1.7913,29,20,147
2007.0,water,E-U10LB,Zumaia (Puente Narrondo). Low Tide. Bottom,43.2963,-2.2563,29,20,165
2014.0,water,E-U5HB,Zumaia (Bedua). High Tide. Bottom,43.2791,-2.252,21,20,207
2023.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,357
2019.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,415
2000.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,125
2006.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,59
2004.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,20
1999.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,105
2023.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,387
2022.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,367
2021.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,347
2020.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,327
2019.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,307
2013.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,296
2004.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,20
2012.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,276
1997.0,water,E-OI10HB,Lezo. High Tide. Bottom,43.3228,-1.9038,29,20,64
2011.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,256
2007.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,78
1998.0,water,E-OI10HB,Lezo. High Tide. Bottom,43.3228,-1.9038,29,20,84
1999.0,water,E-OI10HB,Lezo. High Tide. Bottom,43.3228,-1.9038,29,20,104
2000.0,water,E-OI10HB,Lezo. High Tide. Bottom,43.3228,-1.9038,29,20,124
2011.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,153
2012.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,173
2013.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,193
2022.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,368
2014.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,213
2001.0,water,E-OI10HB,Lezo. High Tide. Bottom,43.3228,-1.9038,29,20,144
1998.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,85
2007.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,79
2011.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,151
2011.0,water,E-U8HB,Zumaia (Puente del Ferrocarril). High Tide. Bottom,43.292,-2.245,21,20,147
2020.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,435
2021.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,455
2022.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,475
2023.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,495
2017.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,375
2015.0,water,E-U8HB,Zumaia (Puente del Ferrocarril). High Tide. Bottom,43.292,-2.245,21,20,227
2014.0,water,E-U8HB,Zumaia (Puente del Ferrocarril). High Tide. Bottom,43.292,-2.245,21,20,207
2013.0,water,E-U8HB,Zumaia (Puente del Ferrocarril). High Tide. Bottom,43.292,-2.245,21,20,187
2012.0,water,E-U8HB,Zumaia (Puente del Ferrocarril). High Tide. Bottom,43.292,-2.245,21,20,167
2016.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,355
2021.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,348
2012.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,171
2020.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,328
2017.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,271
2007.0,water,E-U8HB,Zumaia (Puente del Ferrocarril). High Tide. Bottom,43.292,-2.245,21,20,73
2016.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,251
2015.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,231
2014.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,316
2004.0,water,E-U8HB,Zumaia (Puente del Ferrocarril). High Tide. Bottom,43.292,-2.245,21,20,20
2014.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,211
2013.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,191
2016.0,invertebrates,E-B7,Plentzia (Campo de fútbol),43.3979003,-2.9442087,21,20,211
2016.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,252
2017.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,272
2022.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,337
2018.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,292
1998.0,water,E-OI10LB,Lezo. Low Tide. Bottom,43.3228,-1.9038,29,20,82
2023.0,water,E-U5HB,Zumaia (Bedua). High Tide. Bottom,43.2791,-2.252,21,20,385
2022.0,water,E-U5HB,Zumaia (Bedua). High Tide. Bottom,43.2791,-2.252,21,20,365
2021.0,water,E-U5HB,Zumaia (Bedua). High Tide. Bottom,43.2791,-2.252,21,20,345
2020.0,water,E-U5HB,Zumaia (Bedua). High Tide. Bottom,43.2791,-2.252,21,20,325
2016.0,water,E-U8HB,Zumaia (Puente del Ferrocarril). High Tide. Bottom,43.292,-2.245,21,20,247
1999.0,water,E-OI10LB,Lezo. Low Tide. Bottom,43.3228,-1.9038,29,20,102
2018.0,water,E-U5HB,Zumaia (Bedua). High Tide. Bottom,43.2791,-2.252,21,20,287
2013.0,water,E-BI10HB,Irun (Amute). High Tide. Bottom,43.3522,-1.7913,29,20,325
2000.0,water,E-OI10LB,Lezo. Low Tide. Bottom,43.3228,-1.9038,29,20,122
2001.0,water,E-OI10LB,Lezo. Low Tide. Bottom,43.3228,-1.9038,29,20,142
2004.0,water,E-BI10LB,Irun (Amute). Low Tide. Bottom,43.3522,-1.7913,29,20,30
2011.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,138
2012.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,158
2013.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,178
2014.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,198
2007.0,water,E-BI10LB,Irun (Amute). Low Tide. Bottom,43.3522,-1.7913,29,20,75
2016.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,237
2017.0,water,E-U5HB,Zumaia (Bedua). High Tide. Bottom,43.2791,-2.252,21,20,267
2016.0,water,E-U5HB,Zumaia (Bedua). High Tide. Bottom,43.2791,-2.252,21,20,247
2019.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,277
2020.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,297
2021.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,317
2004.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,122
1997.0,water,E-OI10LB,Lezo. Low Tide. Bottom,43.3228,-1.9038,29,20,62
2004.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,20
2015.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,227
2019.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,312
2020.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,332
1997.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,65
2021.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,352
2022.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,372
2023.0,water,E-A5HB,Ondarroa (Errenteria). High Tide. Bottom,43.3221,-2.4433,21,20,392
2018.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,287
2023.0,water,E-BI5HB,Irun (Behobia). High Tide. Bottom,43.344,-1.7621,21,20,388
2017.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,267
2016.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,247
2001.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,145
2007.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,224
2014.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,207
2007.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,181
2013.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,187
2012.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,167
2011.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,147
2018.0,invertebrates,E-N17,Leioa (Lamiako),43.3155945,-2.9977186,21,20,508
2004.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,165
2006.0,water,E-A10LB,Ondarroa (Embarcadero). Low Tide. Bottom,43.3199,-2.421,28,20,161
2007.0,water,E-U5LB,Zumaia (Bedua). Low Tide. Bottom,43.2791,-2.252,21,20,73
2006.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,204
2007.0,water,E-A5LB,Ondarroa (Errenteria). Low Tide. Bottom,43.3221,-2.4433,21,20,64
2021.0,macroalgae,M-LO37,Orio Zona 03. Litoral Macroalgas. Height: 7,43.2941006,-2.1484825,12,20,76
1998.0,invertebrates,E-OK10,Murueta (Astillero),43.3646562,-2.6840717,28,20,50
2004.0,water,E-B7LB,Plentzia (Campo de fútbol). Low Tide. Bottom,43.3979,-2.9442,21,20,20
2000.0,water,E-OI20LB,Pasaia (San Pedro). Low Tide. Bottom,43.3263,-1.9212,29,20,123
2019.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,310
2004.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,20
2017.0,water,E-OK10LB,Murueta (Astillero). Low Tide. Bottom,43.3647,-2.6841,29,20,278
2000.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,125
2006.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,59
2007.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,79
1999.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,105
2017.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,275
1999.0,water,E-OI20LB,Pasaia (San Pedro). Low Tide. Bottom,43.3263,-1.9212,29,20,103
1998.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,85
2016.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,255
2019.0,water,E-OK10LB,Murueta (Astillero). Low Tide. Bottom,43.3647,-2.6841,29,20,313
1998.0,water,E-OI20LB,Pasaia (San Pedro). Low Tide. Bottom,43.3263,-1.9212,29,20,83
2021.0,water,E-OK10LB,Murueta (Astillero). Low Tide. Bottom,43.3647,-2.6841,29,20,348
2022.0,water,E-OK10LB,Murueta (Astillero). Low Tide. Bottom,43.3647,-2.6841,29,20,368
2012.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,166
2013.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,186
2014.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,206
2015.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,226
2016.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,246
2017.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,266
2015.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,235
2004.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,164
2022.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,355
2020.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,321
2023.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,375
2016.0,water,E-OK5HB,Forua (Salida de la Depuradora). High Tide. Bottom,43.3405,-2.6662,21,20,254
2015.0,water,E-OK5HB,Forua (Salida de la Depuradora). High Tide. Bottom,43.3405,-2.6662,21,20,234
2016.0,water,E-B7LB,Plentzia (Campo de fútbol). Low Tide. Bottom,43.3979,-2.9442,21,20,245
2014.0,water,E-OK5HB,Forua (Salida de la Depuradora). High Tide. Bottom,43.3405,-2.6662,21,20,214
2013.0,water,E-OK5HB,Forua (Salida de la Depuradora). High Tide. Bottom,43.3405,-2.6662,21,20,194
2012.0,water,E-OK5HB,Forua (Salida de la Depuradora). High Tide. Bottom,43.3405,-2.6662,21,20,174
2015.0,water,E-B7LB,Plentzia (Campo de fútbol). Low Tide. Bottom,43.3979,-2.9442,21,20,225
2004.0,water,E-M5HB,Muskiz (Petronor). High Tide. Bottom,43.3322,-3.1125,21,20,20
2014.0,water,E-B7LB,Plentzia (Campo de fútbol). Low Tide. Bottom,43.3979,-2.9442,21,20,205
2012.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,315
2011.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,295
2007.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,223
2013.0,water,E-B7LB,Plentzia (Campo de fútbol). Low Tide. Bottom,43.3979,-2.9442,21,20,185
2012.0,water,E-B7LB,Plentzia (Campo de fútbol). Low Tide. Bottom,43.3979,-2.9442,21,20,165
2011.0,water,E-B7LB,Plentzia (Campo de fútbol). Low Tide. Bottom,43.3979,-2.9442,21,20,145
2007.0,macroalgae,M-LOI13,Oiartzun Zona 01. Litoral Macroalgas. Height: 3,43.3322386,-1.9486985,18,20,37
2007.0,water,E-B7LB,Plentzia (Campo de fútbol). Low Tide. Bottom,43.3979,-2.9442,21,20,69
2007.0,water,E-OK5HB,Forua (Salida de la Depuradora). High Tide. Bottom,43.3405,-2.6662,21,20,79
2006.0,water,E-OK5HB,Forua (Salida de la Depuradora). High Tide. Bottom,43.3405,-2.6662,21,20,59
2006.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,203
2004.0,water,E-OK5HB,Forua (Salida de la Depuradora). High Tide. Bottom,43.3405,-2.6662,21,20,20
2015.0,water,E-OK10LB,Murueta (Astillero). Low Tide. Bottom,43.3647,-2.6841,29,20,240
2001.0,water,E-OI20LB,Pasaia (San Pedro). Low Tide. Bottom,43.3263,-1.9212,29,20,143
2019.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,301
2021.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,341
2013.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,335
2020.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,419
2012.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,259
2023.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,395
2018.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,379
2017.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,359
2016.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,339
2015.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,319
2014.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,299
2013.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,279
2004.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,20
2022.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,375
2006.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,59
2007.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,79
2021.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,355
2020.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,335
2019.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,315
2018.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,295
2017.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,275
2016.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,255
2015.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,235
2011.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,155
2012.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,175
2013.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,195
2014.0,water,E-B7HB,Plentzia (Campo de fútbol). High Tide. Bottom,43.3979,-2.9442,21,20,215
2019.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,399
2021.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,439
2022.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,361
2022.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,459
2023.0,water,E-B5LB,Plentzia (Abaniko). Low Tide. Bottom,43.3963,-2.9241,21,20,381
2023.0,water,E-OK10LB,Murueta (Astillero). Low Tide. Bottom,43.3647,-2.6841,29,20,388
2014.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,215
2013.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,195
2012.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,175
1997.0,water,E-OI20LB,Pasaia (San Pedro). Low Tide. Bottom,43.3263,-1.9212,29,20,63
1998.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,25
1999.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,45
2000.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,65
2011.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,155
1997.0,water,E-BI20HB,Hondarribia (Txingudi). High Tide. Bottom,43.3697,-1.7901,29,20,65
2001.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,85
2021.0,macroalgae,M-LO52,Orio Zona 05. Litoral Macroalgas. Height: 2,43.307584,-2.074777,3,20,41
2007.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,80
2006.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,60
2004.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,105
2004.0,water,E-OK20LB,Sukarrieta (Txatxarramendi). Low Tide. Bottom,43.3936,-2.6943,26,20,30
2006.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,144
2007.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,164
2015.0,invertebrates,E-N30,Abra Exterior,43.3604102,-3.045304,28,20,496
2020.0,invertebrates,E-N30,Abra Exterior,43.3604102,-3.045304,28,20,580
2023.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,479
2011.0,water,E-OK20HB,Sukarrieta (Txatxarramendi). High Tide. Bottom,43.3936,-2.6943,26,20,239
2017.0,water,E-OK5HB,Forua (Salida de la Depuradora). High Tide. Bottom,43.3405,-2.6662,21,20,274
2017.0,water,E-B7LB,Plentzia (Campo de fútbol). Low Tide. Bottom,43.3979,-2.9442,21,20,265
2007.0,water,E-U10HB,Zumaia (Puente Narrondo). High Tide. Bottom,43.2963,-2.2563,29,20,215
1999.0,water,E-BI10HB,Irun (Amute). High Tide. Bottom,43.3522,-1.7913,29,20,105
2021.0,water,E-B10LB,Plentzia (Puerto). Low Tide. Bottom,43.4076,-2.9463,28,20,453
2022.0,water,E-B10LB,Plentzia (Puerto). Low Tide. Bottom,43.4076,-2.9463,28,20,473
2023.0,water,E-B10LB,Plentzia (Puerto). Low Tide. Bottom,43.4076,-2.9463,28,20,493
1997.0,water,E-BI10HB,Irun (Amute). High Tide. Bottom,43.3522,-1.7913,29,20,65
2004.0,water,E-U10HB,Zumaia (Puente Narrondo). High Tide. Bottom,43.2963,-2.2563,29,20,162
1997.0,water,E-OI20HB,Pasaia (San Pedro). High Tide. Bottom,43.3263,-1.9212,29,20,65
2019.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,459
2020.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,479
2021.0,water,E-OK10HB,Murueta (Astillero). High Tide. Bottom,43.3647,-2.6841,29,20,499
2000.0,water,E-U10HB,Zumaia (Puente Narrondo). High Tide. Bottom,43.2963,-2.2563,29,20,123
1999.0,water,E-U10HB,Zumaia (Puente Narrondo). High Tide. Bottom,43.2963,-2.2563,29,20,103
1998.0,water,E-U10HB,Zumaia (Puente Narrondo). High Tide. Bottom,43.2963,-2.2563,29,20,83
1998.0,water,E-OI20HB,Pasaia (San Pedro). High Tide. Bottom,43.3263,-1.9212,29,20,85
1999.0,water,E-OI20HB,Pasaia (San Pedro). High Tide. Bottom,43.3263,-1.9212,29,20,105
